,id,code,is_true,format_code,errorline,code_spec
49,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>

int main()

{

    char character;

    scanf(""%c"",&character);

    if(character<='z'||character>='a')

      printf(""The character just entered is a lowercase letter"");

    else

      printf(""The character just entered is not a lowercase letter"");

    return 0;

}",0.0,"#include <stdio.h>
int main()
{
    char varb_0;
    scanf(""%c"",&varb_0);
    if(varb_0<='z'||varb_0>='a')
      printf(""The varb_0 just entered is a lowercase letter"");
    else
      printf(""The varb_0 just entered is not a lowercase letter"");
    return 0;
}",6,2c911d616dd52a5e016de9bd79dc14ab_49.csv
50,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main ()
{char a;
  scanf(""%c"",&a);
  if(a<90)
  printf(""The character just entered is not a lowercase letter"");
  else
  printf(""The character just entered is a lowercase letter"");
}",0.0,"#include <stdio.h>
int main()
{char varb_0;
  scanf(""%c"",&varb_0);
  if(varb_0<90)
  printf(""The character just entered is not varb_0 lowercase letter"");
  else
  printf(""The character just entered is varb_0 lowercase letter"");
}",3,2c911d616dd52a5e016de9bd79dc14ab_50.csv
51,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
    char c;
    scanf(""%c"",&c);
    if(c>='a'&&c<='z'){
        printf(""The character just entered is a lowercase letter"");
    }
   

}",0.0,"#include<stdio.h>
int main()
{
    char varb_0;
    scanf(""%c"",&varb_0);
    if(varb_0>='a'&&varb_0<='z'){
        printf(""The character just entered is a lowercase letter"");
    }
}",2,2c911d616dd52a5e016de9bd79dc14ab_51.csv
52,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
  char ch;
  scanf(""%c"",&ch);
  if(ch>='a'&&ch<='z')
  printf(""The character just entered is a lowercase letter"");
  else
  printf(""The character just entered is a lowercase letter"");
  return 0;
  }",0.0,"#include<stdio.h>
int main()
{
  char varb_0;
  scanf(""%c"",&varb_0);
  if(varb_0>='a'&&varb_0<='z')
  printf(""The character just entered is a lowercase letter"");
  else
  printf(""The character just entered is a lowercase letter"");
  return 0;
  }",7,2c911d616dd52a5e016de9bd79dc14ab_52.csv
53,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
   char A;
   scanf(""%c"",&A);
   if('A'>='a'&&'A'<='z')
  { 
     printf(""The character just entered is a lowercase letter"");
  }
  else
  {
     printf(""The character just entered is not a lowercase letter"");
  }

}",0.0,"#include <stdio.h>
int main()
{
   char varb_0;
   scanf(""%c"",&varb_0);
   if('A'>='a'&&'A'<='z')
  { 
     printf(""The character just entered is a lowercase letter"");
  }
  else
  {
     printf(""The character just entered is not a lowercase letter"");
  }
}",2,2c911d616dd52a5e016de9bd79dc14ab_53.csv
54,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
   {char a;
       scanf(""%c"",&a);
  if(a>='a'&&a<='z')
       {printf(""The character just entered is a lowercase letter"");
}
  else {printf(""The character just entered is not lowercase letter"");}
}
",0.0,"#include<stdio.h>
int main()
   {char varb_0;
       scanf(""%c"",&varb_0);
  if(varb_0>='a'&&varb_0<='z')
       {printf(""The character just entered is varb_0 lowercase letter"");
}
  else {printf(""The character just entered is not lowercase letter"");}
}
",2,2c911d616dd52a5e016de9bd79dc14ab_54.csv
55,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
char num1,a,z;
scanf(""%c"",&num1);
if (num1>='a'&&num1<='z')
   printf(""The character just entered is a lowercase letter"");
if (num1>='A'&&num1<='Z')
   printf(""The character just entered is a not lowercase letter"");
return 0;
}",0.0,"#include<stdio.h>
int main()
{
char varb_0,varb_1,varb_2;
scanf(""%c"",&varb_0);
if(varb_0>='a'&&varb_0<='z')
   printf(""The character just entered is varb_1 lowercase letter"");
if(varb_0>='A'&&varb_0<='Z')
   printf(""The character just entered is varb_1 not lowercase letter"");
return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_55.csv
56,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
	char skey,A,z;
	scanf(""%c"",&skey);
    if(A<=skey&&skey<=z)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",0.0,"#include<stdio.h>
int main()
{
	char varb_0,varb_1,varb_2;
	scanf(""%c"",&varb_0);
    if(varb_1<=varb_0&&varb_0<=varb_2)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_56.csv
57,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
	char skey,A,z;
	scanf(""%c"",&skey);
    if(A<=skey||skey<=z)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",0.0,"#include<stdio.h>
int main()
{
	char varb_0,varb_1,varb_2;
	scanf(""%c"",&varb_0);
    if(varb_1<=varb_0||varb_0<=varb_2)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_57.csv
58,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>

int main()

{

    char character,a,z;

    scanf(""%c"",&character);

    if(character<='z'||character>='a')

      printf(""The character just entered is a lowercase letter"");

    else

      printf(""The character just entered is not a lowercase letter"");

    return 0;

}",0.0,"#include <stdio.h>
int main()
{
    char varb_0,varb_1,varb_2;
    scanf(""%c"",&varb_0);
    if(varb_0<='z'||varb_0>='a')
      printf(""The varb_0 just entered is varb_1 lowercase letter"");
    else
      printf(""The varb_0 just entered is not varb_1 lowercase letter"");
    return 0;
}",6,2c911d616dd52a5e016de9bd79dc14ab_58.csv
59,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>

int main()

{

  int character;

  scanf(""%d"",&character);

  if('a'<=character&&character<='z')

  

   printf(""The character just entered is a lowercase letter"");

   

  else

  

  printf(""The character just entered is not a lowercase letter"");

  

  return 0;

}",0.0,"#include<stdio.h>
int main()
{
  int varb_0;
  scanf(""%d"",&varb_0);
  if('a'<=varb_0&&varb_0<='z')
   printf(""The varb_0 just entered is a lowercase letter"");
  else
  printf(""The varb_0 just entered is not a lowercase letter"");
  return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_59.csv
60,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
   int character;
   scanf(""%d"",&character);
  if('a'<=character&&character<='z')
  

  {
   printf(""The character just entered is a lowercase letter"",character);
   }
  else
  {
  printf(""The character just entered is not a lowercase letter"",character);
  }
  return 0;
}",0.0,"#include<stdio.h>
int main()
{
   int varb_0;
   scanf(""%d"",&varb_0);
  if('a'<=varb_0&&varb_0<='z')
  {
   printf(""The varb_0 just entered is a lowercase letter"",varb_0);
   }
  else
  {
  printf(""The varb_0 just entered is not a lowercase letter"",varb_0);
  }
  return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_60.csv
61,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
	char skey,A,z;
	scanf(""%c"",&skey);
    if(skey>=A&&skey<=z)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",0.0,"#include<stdio.h>
int main()
{
	char varb_0,varb_1,varb_2;
	scanf(""%c"",&varb_0);
    if(varb_0>=varb_1&&varb_0<=varb_2)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_61.csv
62,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
main(){
   char a;
   scanf(""%d"",&a);
   if (a<90)
     printf(""The character just entered is not a lowercase letter"");
   else
     printf(""The character just entered is a lowercase letter"");
     }",0.0,"#include<stdio.h>
main(){
   char varb_0;
   scanf(""%d"",&varb_0);
   if(varb_0<90)
     printf(""The character just entered is not varb_0 lowercase letter"");
   else
     printf(""The character just entered is varb_0 lowercase letter"");
     }",4,2c911d616dd52a5e016de9bd79dc14ab_62.csv
63,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
main(){
   char a;
   scanf(""%c"",&a);
   if (a==a+32)
     printf(""The character just entered is not a lowercase letter"");
   else
     printf(""The character just entered is a lowercase letter"");
     }",0.0,"#include<stdio.h>
main(){
   char varb_0;
   scanf(""%c"",&varb_0);
   if(varb_0==varb_0+32)
     printf(""The character just entered is not varb_0 lowercase letter"");
   else
     printf(""The character just entered is varb_0 lowercase letter"");
     }",5,2c911d616dd52a5e016de9bd79dc14ab_63.csv
64,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
	char character,A,z;
	scanf(""%c"",&character);
    if('A'<=character&&character<='z')
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",0.0,"#include<stdio.h>
int main()
{
	char varb_0,varb_1,varb_2;
	scanf(""%c"",&varb_0);
    if('A'<=varb_0&&varb_0<='z')
        printf(""The varb_0 just entered is a lowercase letter"");
    else
        printf(""The varb_0 just entered is not a lowercase letter"");
	return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_64.csv
65,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
	char skey,A,z;
	scanf(""%c"",&skey);
    if(A<=skey<=z)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",0.0,"#include<stdio.h>
int main()
{
	char varb_0,varb_1,varb_2;
	scanf(""%c"",&varb_0);
    if(varb_1<=varb_0<=varb_2)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_65.csv
66,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
char num1,a,z;
scanf(""%c"",&num1);
if (num1>='a'&&num1<='z')
   printf(""The character just entered is a lowercase letter"");
else
   printf(""The character just entered is a not lowercase letter"");
return 0;
}",0.0,"#include<stdio.h>
int main()
{
char varb_0,varb_1,varb_2;
scanf(""%c"",&varb_0);
if(varb_0>='a'&&varb_0<='z')
   printf(""The character just entered is varb_1 lowercase letter"");
else
   printf(""The character just entered is varb_1 not lowercase letter"");
return 0;
}",9,2c911d616dd52a5e016de9bd79dc14ab_66.csv
67,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
 char  b,a,z;
 scanf(""%c"",&b);
 if(b>=a&&b<=z)
 printf(""The character just entered is a lowercase letter"");
 else
  printf(""The character just entered is not a lowercase letter"");
  
  
}



",0.0,"#include<stdio.h>
int main()
{
 char  varb_0,varb_1,varb_2;
 scanf(""%c"",&varb_0);
 if(varb_0>=varb_1&&varb_0<=varb_2)
 printf(""The character just entered is varb_1 lowercase letter"");
 else
  printf(""The character just entered is not varb_1 lowercase letter"");
}
",6,2c911d616dd52a5e016de9bd79dc14ab_67.csv
68,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
main(){
   char a;
   scanf(""%c"",&a);
   if (a==a-32)
     printf(""The character just entered is not a lowercase letter"");
   else
     printf(""The character just entered is a lowercase letter"");
     }",0.0,"#include<stdio.h>
main(){
   char varb_0;
   scanf(""%c"",&varb_0);
   if(varb_0==varb_0-32)
     printf(""The character just entered is not varb_0 lowercase letter"");
   else
     printf(""The character just entered is varb_0 lowercase letter"");
     }",5,2c911d616dd52a5e016de9bd79dc14ab_68.csv
69,2c911d616dd52a5e016de9bd79dc14ab,"#include<ctype.h>
int main()
{
char c;
scanf(""%c"",&c);
if(isupper(c))printf(""The character just entered is not a lowercase letter"");
else printf(""The character just entered is a lowercase letter"");
return 0;
}",0.0,"#include<ctype.h>
int main()
{
char varb_0;
scanf(""%c"",&varb_0);
if(isupper(varb_0))printf(""The character just entered is not a lowercase letter"");
else printf(""The character just entered is a lowercase letter"");
return 0;
}",1,2c911d616dd52a5e016de9bd79dc14ab_69.csv
70,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
    char character,a,z;
    scanf(""%c"",&character);
    if(character<='z'||character>='a')
      printf(""The character just entered is a lowercase letter"");
    else
      printf(""The character just entered is not a lowercase letter"");
      



}",0.0,"#include <stdio.h>
int main()
{
    char varb_0,varb_1,varb_2;
    scanf(""%c"",&varb_0);
    if(varb_0<='z'||varb_0>='a')
      printf(""The varb_0 just entered is varb_1 lowercase letter"");
    else
      printf(""The varb_0 just entered is not varb_1 lowercase letter"");
}",4,2c911d616dd52a5e016de9bd79dc14ab_70.csv
71,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
char a;
scanf(""%d"",&a);
if(a>=97&&a<=122)
printf(""The character just entered is a lowercase letter"");
else
printf(""The character just entered is not a lowercase letter"");
}",0.0,"#include <stdio.h>
int main()
{
char varb_0;
scanf(""%d"",&varb_0);
if(varb_0>=97&&varb_0<=122)
printf(""The character just entered is varb_0 lowercase letter"");
else
printf(""The character just entered is not varb_0 lowercase letter"");
}",5,2c911d616dd52a5e016de9bd79dc14ab_71.csv
72,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
  char character;
  scanf(""%c"",&character);
  if(character>='A'&&character<='Z')
  printf(""The character just entered is not a lowercase letter"");
  else
  printf(""The charaecter  just entered is a lowercase letter"");
  return 0;
  }",0.0,"#include<stdio.h>
int main()
{
  char varb_0;
  scanf(""%c"",&varb_0);
  if(varb_0>='A'&&varb_0<='Z')
  printf(""The varb_0 just entered is not a lowercase letter"");
  else
  printf(""The charaecter  just entered is a lowercase letter"");
  return 0;
  }",9,2c911d616dd52a5e016de9bd79dc14ab_72.csv
